Name,Club,Division,Nat,Position,Home Grown Status,Preferred Foot,Inf,WR,Age,Mins,Ps C/90,Pr passes/90,Pas %,NP-xG/90,xA/90,Drb/90,Tck R,Hdr %,Tck/90,K Tck/90,Hdrs W/90,K Hdrs/90,Int/90,Blk/90,Clr/90,Pres C/90,Pres A/90,Fls,Distance,Rec,Salary,Expires,Transfer Value
Jacob Anderson,MK Dons,Sky Bet League One,ENG,D (C),-,Unknown,Loa,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$200 p/w,6/30/24,Unknown
Ime Okon,SuperSport United,DSTV Premiership,RSA,D (C),-,Unknown,,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$350 p/w,6/30/24,Unknown
Mattia Boldrini,Roma,Serie A TIM,ITA,D (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$250 p/w,6/30/24,Unknown
Michael Parker,Huddersfield,Sky Bet Championship,ENG,D (C),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$230 p/w,6/30/23,Unknown
Ali Ateej,Kazma,Kuwaiti Premier League,KUW,D (C),-,Unknown,,,30,929,35.46,2.81,79%,0.05,0.04,0.1,82%,65%,1.36,0,5.04,0,1.36,0.39,0.68,2.33,7.36,7,63.3mi,- - -,"$1,300 p/w",6/30/23,Unknown
Lemar Catlyn,BDFSP,Digicel Premier League,BRB,D (C),-,Unknown,,,21,270,34,4,68%,0,0,-,75%,80%,1,0,8,0.67,3.33,-,1.33,1.33,2.67,5,14.6mi,- - -,$400 p/w,12/31/25,Unknown
Enrico Krieger,Stuttgarter Kickers,German Div. Baden-Württemberg,GER,D (RC),-,Right,Ctr,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,N/A,-,$0 
Evan O'Connor,Galway Utd,SSE Airtricity League First Division,IRL,D (C),-,Unknown,Ctr,,23,997,39.36,4.33,64%,0.16,0.07,0.09,100%,77%,0.72,0.27,10.83,0.36,3.61,0.63,1.81,1.53,4.15,11,69.5mi,- - -,$170 p/w,-,Unknown
Harry Lynch,Glenavon,Danske Bank Premiership,NIR,D (C),-,Unknown,Ctr,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,N/A,-,Unknown
Isiaka Soukouna,Rennes,Ligue 1 Uber Eats,FRA,D (C),Trained in nation (15-21),Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$90 p/w,6/30/24,Unknown
Nicholas Cyrus,Orlando City B,MLS Next Pro Eastern Conference,USA,D (LC),-,Right,,,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$130 p/w,12/31/23,$0 
Ameth Welle,ASC Jaraaf,Senegalese Ligue 1,SEN,D (C),-,Right,,,22,"3,792",46.12,4.89,76%,0.02,0.01,0.05,87%,67%,0.81,0.19,10.23,0.38,3.49,0.64,1.97,1.59,3.49,40,267.8mi,- - -,$120 p/w,6/30/23,$3K - $28K
Emmanuel Nidoy,Nîmes,French Regional 1 - Occitanie - Group A,FRA,D (C),Trained in nation (15-21),Unknown,Wnt,,21,"2,489",39.05,4.85,65%,0.07,0.06,0.04,86%,73%,0.69,0.29,11.21,0.25,4.16,0.87,1.48,1.52,3.33,24,169.9mi,- - -,N/A,-,Unknown
Ahmad Raheel,Al-Arabi,Kuwaiti Premier League,KUW,D (C),-,Unknown,,,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$1,100 p/w",6/30/23,Unknown
Ariimoana Holozet,Paris 13 Atlético,Championnat National,TAH,D (C),Trained in nation (15-21),Unknown,Yth,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$30 p/w,6/30/25,Unknown
Willy De Cuyper,Oudenaarde,Division 2 A,BEL,D (C),-,Unknown,Yth,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$15 p/w,6/30/25,Unknown
Kritsada Nontharat,Bangkok Utd,Toyota Thai League,THA,D (C),-,Unknown,,,23,270,14.67,0,73%,0,0,-,100%,-,1,0,-,0,-,-,0,0,0,3,0.0mi,- - -,$450 p/w,6/30/23,Unknown
Juan Carlos Quirós,Sóller,Tercera Federación Grupo XI,ESP,D (C),-,Right,,,22,"3,790",14.46,0,71%,0.01,0,-,96%,-,1.61,0,-,0,-,-,0,0,0,54,0.0mi,- - -,$300 p/w,6/30/23,$0 
Sanchez Roden,Harrogate Town,Sky Bet League Two,ENG,D (C),-,Unknown,Yth,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$6 p/w,6/30/24,Unknown
Eivind Helgeland,Haugesund,Norsk Tipping-ligaen Avdeling 3,NOR,D (C),-,Unknown,,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$120 p/w,12/31/23,Unknown
Mathys Nedjari,Quevilly-Rouen,Ligue 2 BKT,FRA,D (C),Trained in nation (0-21),Unknown,Yth,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$60 p/w,6/30/25,Unknown
Laouali Salaou,ASN NIGELEC,Nigerien Premier Division,NIG,D (C),-,Unknown,,,27,"3,870",13.95,0,70%,0.04,0,-,98%,-,2.12,0,-,0,-,-,0,0,0,50,0.0mi,- - -,$150 p/w,6/30/24,Unknown
Sándor Kosztyák,Debreceni VSC,OTP Bank Liga,HUN,D (C),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$65 p/w,6/30/23,Unknown
Daniel Dunlop,Grorud IL,PostNord-ligaen Avdeling 1,NOR,D (C),-,Unknown,Ctr,,19,477,25.28,0.94,74%,0.2,0.08,4.72,100%,42%,1.13,0,3.02,0,2.45,0.57,0.57,3.21,10,11,35.0mi,- - -,N/A,-,Unknown
Øyvind Kristoffersen,Sarpsborg 08,OBOS-ligaen,NOR,D (C),-,Unknown,,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$65 p/w,12/31/23,Unknown
Servan Suignard,Concarneau,French Regional 1 - Bretagne - Group A,FRA,D (C),Trained in nation (15-21),Unknown,,,20,"2,971",14.15,0,69%,0.03,0,-,97%,-,1.79,0,-,0,-,-,0,0,0,28,0.0mi,- - -,$140 p/w,6/30/23,Unknown
Jesse Ayoola,Ipswich Town,Sky Bet League One,ENG,D (C),-,Unknown,Yth,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$200 p/w,6/30/23,Unknown
Karim Attoumani,Dijon,French National 3 - Bourgogne Franche Comté,REU,D (C),Trained in nation (15-21),Right,,,23,"2,539",44.31,3.65,77%,0.03,0.06,0.35,89%,68%,0.89,0.32,9.75,0.28,5.21,0.82,2.84,1.81,4.08,9,184.9mi,- - -,$475 p/w,6/30/23,$0 
Darnell Bailey,Stevenage,Sky Bet League Two,ENG,D (C),-,Unknown,Yth,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$6 p/w,6/30/23,Unknown
Yahya Bojang,Real de Banjul,Gambian Premier Division,GAM,D (C),-,Unknown,,,19,358,39.97,5.03,68%,0.02,0.09,0.25,100%,54%,1.51,0,7.54,0.25,2.26,-,2.01,2.01,6.79,6,25.7mi,- - -,$20 p/w,12/31/24,Unknown
Lorenzo Carnevali,Bologna,Serie A TIM,ITA,D (C),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$250 p/w,6/30/23,Unknown
Kauan,Bragantino,Brasileirão Assaí Série A,BRA,D (C),-,Unknown,,,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$625 p/w,5/31/25,Unknown
André Rodrigues,Marítimo,Liga Portugal Bwin,POR,D (C),-,Unknown,Yth,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$65 p/w,6/30/25,Unknown
Teodoro De Bernardo,Monterosi,Serie C Girone C,ITA,D (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$150 p/w,6/30/24,Unknown
Bjorn Jonker,SC Telstar,Keuken Kampioen Divisie,NED,D (C),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$150 p/w,6/30/24,Unknown
Mohamed Faizer Mohamed Safran,Blue Star (SRI),Dialog Champions League,SRI,D (C),-,Unknown,,,29,"1,170",34.38,3.77,64%,0.12,0.01,-,93%,57%,1.08,0.08,6.54,0.15,3.69,0.46,1.38,1.31,2.77,15,71.1mi,- - -,$10 p/w,12/31/23,Unknown
Khaled Al-Obaid,Kazma,Kuwaiti Premier League,KUW,D (C),-,Unknown,,,27,180,15,0,75%,0,0,-,100%,-,2,0,-,0,-,-,0,0,0,8,0.0mi,- - -,"$1,100 p/w",6/30/24,Unknown
Chalermpong Kerdkaew,Chonburi,Toyota Thai League,THA,D (C),-,Unknown,Ret,,37,857,37.39,4.73,78%,0.04,0.08,0.21,67%,52%,1.47,0.32,3.36,0.32,3.89,1.37,1.89,2.73,8.19,7,72.7mi,- - -,$950 p/w,6/30/23,Unknown
Edoardo Tronchetti,Modena,Serie BKT,ITA,D (C),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$220 p/w,6/30/23,Unknown
Carlos Guerra,Trujillanos,Copa Ac2,VEN,D (C),-,Unknown,,,22,"1,170",13.38,0,67%,0.09,0,-,92%,-,1.85,0,-,0,-,-,0,0,0,16,0.0mi,- - -,$950 p/w,12/31/25,Unknown
Wan Muhd Hakim Wan Mohd Nazri,Projek FAM-MSN,Malaysian Division Three League Group B,MAS,D (C),-,Unknown,,,19,"1,211",40.36,4.76,67%,0.17,0.06,-,71%,60%,0.37,0.07,9.07,0.3,3.42,0.67,1.78,1.41,2.53,12,82.5mi,- - -,$170 p/w,11/30/24,Unknown
Stefano Liaci,San Marino Academy,Italian U20 Primavera 4 Group A,SMR,D (C),-,Left,Ama,,17,783,38.39,4.94,66%,0.05,0.08,-,67%,59%,0.46,0.11,8.16,0.46,3.56,0.46,2.07,1.38,2.99,9,53.3mi,- - -,N/A,-,$0 
Sheddy Barglan,FC Den Bosch,Keuken Kampioen Divisie,NED,D (C),-,Unknown,,,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$150 p/w,6/30/23,Unknown
Mattia Sebastian Perez Berru,Palermo,Serie BKT,ITA,D (C),-,Unknown,,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$300 p/w,6/30/23,Unknown
Alessandro Di Bitonto,Sassuolo,Serie A TIM,ITA,D (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$250 p/w,6/30/24,Unknown
Findlay Coleman,Newport County,Sky Bet League Two,WAL,D (C),-,Unknown,Loa,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$180 p/w,6/30/24,Unknown
Leonardo Storri,Cagliari,Serie BKT,ITA,D (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$220 p/w,6/30/24,Unknown
Tony Mokoena,Mamelodi Sundowns,DSTV Premiership,RSA,D (C),-,Unknown,Yth,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$30 p/w,6/30/27,Unknown
Michel Gesimo,Red Arrows,MTN/FAZ Super Division,COD,"D (C), DM",-,Unknown,,,22,90,15,0,75%,0,0,-,100%,-,2,0,-,0,-,-,0,0,0,1,0.0mi,- - -,$120 p/w,12/30/23,Unknown
Alexis Theocharous,Ermis Aradippou,B' Katigoria,CYP,D (C),-,Right Only,,,32,"3,658",37,4.45,64%,0.05,0.02,0.05,70%,85%,0.74,0.22,12.01,0.79,3.52,0.49,1.45,1.7,3.35,39,245.9mi,- - -,$675 p/w,6/30/23,$0 
Tiago Galhardo,Subiza,Tercera Federación Grupo XV,ESP,D (C),-,Right,,,18,201,25.97,0,73%,0,0.04,-,100%,-,3.58,0,-,0,-,-,0,0,0,2,0.0mi,- - -,$300 p/w,6/30/24,$16K - $150K
Pedro Lucas,São Paulo,Brasileirão Assaí Série A,BRA,D (C),-,Right Only,Trn,,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$325 p/w,8/7/23,$0 
Marceau Apperry,Lens,French National 3 - Hauts de France,FRA,D (C),Trained in nation (15-21),Unknown,Wnt,,20,999,39.64,4.05,70%,0.06,0,0.36,92%,77%,0.99,0.36,11.44,0.36,3.6,0.63,1.35,1.98,4.41,10,73.1mi,- - -,$650 p/w,6/30/23,Unknown
Roberto Campos,CF Monterrey,Liga MX,MEX,D (C),-,Unknown,Inj,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$120 p/w,12/31/24,Unknown
Davide Gallo,Pordenone,Serie C Girone A,ITA,D (C),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$150 p/w,6/30/23,Unknown
Jesper Gravdahl,Start,PostNord-ligaen Avdeling 2,NOR,D (C),-,Unknown,,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$300 p/w,7/31/24,Unknown
Edoardo Alloisio,Genoa,Serie BKT,ITA,D (C),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$220 p/w,6/30/23,Unknown
Muhd Muzzammil Mohd Muslim,Perak FA,Astro Liga Perdana Malaysia,MAS,D (RC),-,Unknown,,,19,996,34.43,3.34,74%,0.21,0.07,0.81,84%,42%,1.9,0.36,2.98,0.18,5.33,0.45,1.81,2.98,7.68,13,89.2mi,- - -,$80 p/w,11/30/23,Unknown
Santiago Lobelcho,Deportivo Maldonado,Torneo Uruguayo Copa Coca-Cola,URU,D (C),-,Unknown,,,20,8,-,-,83%,-,-,-,-,100%,-,-,-,-,-,-,-,-,-,0,0.5mi,- - -,$120 p/w,6/30/23,Unknown
Gilang Ginarsa,,-,IDN,D (RC),-,Unknown,Ret,,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,-,-,$0 
Gabriele Chelli,Bologna,Serie A TIM,ITA,D (LC),-,Unknown,Inj,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$250 p/w,6/30/23,Unknown
Egzon Belica,Prishtina,Kosovan Superleague,MKD,D (C),-,Unknown,,,33,"3,766",46.63,3.97,77%,0.08,0.05,0.19,75%,83%,1.08,0.22,10.4,0.65,4.04,0.43,1.65,2.06,4.18,46,281.2mi,- - -,$250 p/w,6/30/25,Not for Sale
Sam Bryan,AFC Wimbledon,Sky Bet League Two,ENG,D (C),-,Unknown,Yth,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$6 p/w,6/30/24,Unknown
Lewys Ware,Cardiff,Sky Bet Championship,WAL,D/M (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$200 p/w,6/30/24,Unknown
Caleb Avontuur,Cape Town City,DSTV Premiership,RSA,"D (C), DM",-,Unknown,,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$240 p/w,6/30/23,Unknown
Franco Corelli,Istra 1961,SuperSport Hrvatska nogometna liga,CRO,D (C),-,Unknown,,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$200 p/w,6/30/25,Unknown
Mathieu Kaputu,Dijon,Ligue 2 BKT,FRA,D (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$80 p/w,6/30/24,Unknown
Zargo Malé,Génération Foot,Senegalese Ligue 1,SEN,D (C),-,Right,Yth,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$100 p/w,6/30/27,$12K - $130K
Erskim Williams,Dublanc,Dominica Premiere League,DMA,D (C),-,Unknown,,,29,"2,430",13.59,0,68%,0.02,0,-,95%,-,2.04,0,-,0,-,-,0,0,0,27,0.0mi,- - -,$60 p/w,6/30/23,Unknown
Ronald Otti,BUL Jinja FC,StarTimes Uganda Premier League,UGA,D (C),-,Unknown,,,27,"3,286",45.71,3.97,75%,0.01,0.03,0.05,73%,65%,0.52,0.14,10.13,0.47,4.9,0.66,1.31,1.26,2.85,25,230.8mi,- - -,$160 p/w,6/30/23,Unknown
Tshepo Mashiloane,Baroka,GladAfrica Championship,RSA,D (C),-,Unknown,,,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$250 p/w,6/30/24,Unknown
Döwletgeldi Mirsultanow,Şagadam,Türkmenistanyň Ýokary Ligasy,TKM,D (C),-,Unknown,,,29,"1,051",40.59,4.37,67%,0.11,0.06,-,88%,78%,0.6,0.17,12.5,0.6,4.62,0.51,2.06,1.63,3.68,10,70.6mi,- - -,$300 p/w,12/31/23,Unknown
Iván,Racing de Santander,LaLiga SmartBank,ESP,D (C),-,Unknown,,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$500 p/w,6/30/25,Unknown
Tariq Nabil,Wehdat,Al-Manaseer Jordanian Pro League 1st Division,PAL,D (LC),-,Unknown,,,28,"2,518",35.92,2.75,79%,0,0.04,0.46,81%,61%,1.5,0,4.47,0.39,1.43,0.43,0.71,3.25,8.65,35,198.3mi,- - -,$210 p/w,6/30/23,Unknown
Abdoulkader Djama,FC Dikhil,Djiboutian Premier Division,DJI,D (C),-,Unknown,Ama,,30,"3,870",14,0,70%,0.04,0,-,99%,-,1.6,0,-,0,-,-,0,0,0,51,0.0mi,- - -,N/A,-,Unknown
Filippo Matiz,Virtus Verona,Serie C Girone A,ITA,D (RC),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$150 p/w,6/30/23,Unknown
Ahmed Okechukwu,Bendel Insurance,Nigeria Professional Football League Group A,NGA,D (C),-,Unknown,Yth,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$65 p/w,6/30/26,Unknown
Ronald Kigongo,URA,StarTimes Uganda Premier League,UGA,D (C),-,Unknown,,,26,"3,332",44.08,3.92,75%,0.06,0.02,0.27,86%,63%,0.81,0.03,9.1,0.57,3.73,0.68,2.08,1.65,3.94,33,253.5mi,- - -,$200 p/w,6/30/24,Unknown
Julien Pastorelli,Nice,Ligue 1 Uber Eats,FRA,D (C),Trained in nation (15-21),Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$90 p/w,6/30/24,Unknown
Iván Mesa,Monterosi,Serie C Girone C,ESP,D (C),-,Unknown,Yth,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$150 p/w,6/30/27,Unknown
Abram Mokoena,Nacional,Liga Portugal 2 SABSEG,POR,D (C),-,Unknown,Yth,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$100 p/w,6/30/27,Unknown
Marco Hamilton,Oliveira do Hospital,Portuguese Third Division - South,POR,D (C),-,Unknown,Yth,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$100 p/w,6/30/27,Unknown
Alfie Taylor,Hull City,Sky Bet Championship,ENG,D (RLC),-,Unknown,,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$450 p/w,6/30/23,Unknown
Junior Garcia,Real España,Liga Salva-Vida,HON,D (C),-,Unknown,,,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,N/A,6/30/23,Unknown
Mamadu Sambú,Varzim,Portuguese Third Division - North,GNB,D (C),-,Unknown,Inj,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$100 p/w,6/30/27,Unknown
Francisco Gonçalves,Nacional,Liga Portugal 2 SABSEG,POR,D (C),-,Unknown,,,20,180,31,3,63%,0.03,0,-,100%,67%,1.5,0,5,0.5,0.5,-,4,3.5,8,5,12.3mi,- - -,$450 p/w,6/30/25,Unknown
Francesco Stante,Inter,Serie A TIM,ITA,D (C),-,Unknown,Yth,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$250 p/w,6/30/23,Unknown
Nicolás Alarcón,Everton de Viña del Mar,Campeonato AFP PlanVital,CHI,D (C),-,Unknown,,,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$160 p/w,12/31/23,Unknown
Bader Al-Mash,Al-Wahda (SYR),Syrian Premier League,SYR,D (C),-,Unknown,Inj,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$120 p/w,6/30/23,Unknown
Matthew Bozinovski,Sileks Kratovo,Prva Makedonska Fudbalska Liga,MKD,D (C),-,Unknown,,,23,"1,800",13.85,0,69%,0.03,0,-,100%,-,1.7,0,-,0,-,-,0,0,0,20,0.0mi,- - -,"$1,100 p/w",6/30/25,Unknown
Matteo Zazza,Lazio,Serie A TIM,ITA,D (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$250 p/w,6/30/23,Unknown
Kike Ribes,Valencia Mestalla,Segunda Federación Grupo III,ESP,D (C),-,Right,,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$300 p/w,6/30/25,$8K - $80K
Anthony Fuentes,CNI,Copa Perú,PER,D (RC),-,Right Only,,,25,90,16,0,80%,0,0,-,-,-,-,0,-,0,-,-,0,0,0,2,0.0mi,- - -,$725 p/w,1/31/24,$0 - $75K
Yang Shanping,Liaoning Shenyang Urban,Ping An Chinese Football Association Super League,CHN,D (C),-,Unknown,Ret,,36,71,-,-,77%,-,-,-,100%,100%,-,-,-,-,-,-,-,-,-,0,4.8mi,- - -,$575 p/w,12/31/23,Unknown
Makis Alopoudis,Chester,Vanarama National League North,ENG,D (C),-,Unknown,Yth,,15,63,-,-,69%,-,-,-,100%,88%,-,-,-,-,-,-,-,-,-,2,4.9mi,- - -,$6 p/w,6/30/25,Unknown
Spase Terziev,Akademija Pandev,Prva Makedonska Fudbalska Liga,MKD,D (C),-,Unknown,,,22,394,37.46,3.88,69%,0.12,0.02,-,100%,45%,0.69,0,5.94,0.69,4.57,0.46,1.6,2.06,4.57,7,30.0mi,- - -,$120 p/w,6/30/23,Unknown
Alessandro Barbetta,Pianese,Serie D Girone E,ITA,D (C),-,Right Only,,,21,"3,780",46.67,4.05,75%,0.11,0.06,0.12,94%,68%,0.74,0.19,10.19,0.21,3.86,0.76,1.67,1.83,3.86,27,262.2mi,- - -,$450 p/w,6/30/23,$0 - $55K
Diego Delgadillo,Deportivo Guadalajara,Liga MX,MEX,D (C),-,Unknown,,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$300 p/w,12/31/25,Unknown
Patrick Umwungeri,Bugesera,Rwandan Premier Division,RWA,D (C),-,Unknown,,,29,"3,510",14.18,0,71%,0.03,0,-,95%,-,1.59,0,-,0,-,-,0,0,0,41,0.0mi,- - -,$140 p/w,6/30/23,Unknown
Tarek Dannoura,Jableh,Syrian Premier League,SYR,D (C),-,Unknown,,,21,90,12,0,60%,0.31,0,-,100%,-,1,0,-,0,-,-,0,0,0,2,0.0mi,- - -,$120 p/w,6/30/23,Unknown
Renedy Diakileke-Nzinga,Dijon,Ligue 2 BKT,FRA,D (C),Trained in nation (15-21),Unknown,Inj,,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$100 p/w,6/30/23,Unknown
Isaac Renteria,Unión Magdalena,Liga BetPlay Dimayor,COL,D (C),-,Unknown,Yth,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$65 p/w,12/31/26,Unknown
Alexandru Dragnea,Petrolul Ploiești,SuperLiga,ROU,D (C),-,Unknown,Yth,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$25 p/w,6/30/27,Unknown
Finlay Gledhill,Bradford City,Sky Bet League Two,ENG,D (C),-,Unknown,Yth,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$6 p/w,6/30/23,Unknown
Peter Badu,Brentford,Premier League,NED,D (C),-,Unknown,Yth,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$200 p/w,6/30/24,Unknown
Bob Roodenburg,Excelsior,Eredivisie,NED,D (C),-,Unknown,,,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$180 p/w,6/30/24,Unknown
Mário Inocêncio,Leixões,Liga Portugal 2 SABSEG,POR,D (C),-,Unknown,Yth,,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$100 p/w,6/30/27,Unknown
Oliver Greaves,Scunthorpe,Vanarama National League,ENG,D (C),-,Unknown,Yth,,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$6 p/w,6/30/25,Unknown
Brandon Sartiaguín,Chihuahua,Liga Premier Serie A Grupo 1,MEX,D (C),-,Right,,,24,"3,870",14.09,0,70%,0.07,0,-,96%,-,1.67,0,-,0,-,-,0,0,0,64,0.0mi,- - -,$275 p/w,6/30/23,$0 
Hugo Bellini,Niort,Ligue 2 BKT,FRA,D (C),Trained in nation (15-21),Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$80 p/w,6/30/24,Unknown
Domagoj Begonja,Hajduk Split,SuperSport Hrvatska nogometna liga,CRO,D (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$6 p/w,6/30/24,Unknown
Kymani Skyers,Stevenage,Sky Bet League Two,ENG,D (C),-,Unknown,Yth,,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$6 p/w,6/30/23,Unknown
Stephano Randrianisondrotra,A Dato FC,Malagasy Premier Division,MAD,D (C),-,Right,Ctr,,22,"1,170",15,0,75%,0.02,0,-,100%,-,2,0,-,0,-,-,0,0,0,21,0.0mi,- - -,$15 p/w,-,$0 
Edoardo Salviato,Venezia,Serie BKT,ITA,D (C),-,Unknown,Yth,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$220 p/w,6/30/24,Unknown
